symbol,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
GOOGL,2018-08-21 00:00:00+00:00,1217.41,1232.76,1215.03,1223.02,1154093,60.8705,61.638,60.7515,61.151,23081860,0.0,1.0
GOOGL,2018-08-22 00:00:00+00:00,1221.75,1226.53,1213.22,1214.22,1114832,61.0875,61.3265,60.661,60.711,22296640,0.0,1.0
GOOGL,2018-08-23 00:00:00+00:00,1221.16,1235.17,1219.35,1219.88,1233347,61.058,61.7585,60.9675,60.994,24666940,0.0,1.0
GOOGL,2018-08-24 00:00:00+00:00,1236.75,1237.4,1221.42,1226.0,1222653,61.8375,61.87,61.071,61.3,24453060,0.0,1.0
GOOGL,2018-08-27 00:00:00+00:00,1256.27,1257.87,1240.68,1244.14,1428992,62.8135,62.8935,62.034,62.207,28579840,0.0,1.0
GOOGL,2018-08-28 00:00:00+00:00,1245.86,1256.56,1242.97,1255.9,1366516,62.293,62.828,62.1485,62.795,27330320,0.0,1.0
GOOGL,2018-08-29 00:00:00+00:00,1264.65,1267.17,1252.8,1255.0,1846615,63.2325,63.3585,62.64,62.75,36932300,0.0,1.0
GOOGL,2018-08-30 00:00:00+00:00,1254.44,1269.49,1247.21,1263.4,1505219,62.722,63.4745,62.3605,63.17,30104380,0.0,1.0
GOOGL,2018-08-31 00:00:00+00:00,1231.8,1252.55,1225.75,1252.21,2115424,61.59,62.6275,61.2875,62.6105,42308480,0.0,1.0
GOOGL,2018-09-04 00:00:00+00:00,1211.31,1227.87,1206.56,1222.52,2072869,60.5655,61.3935,60.328,61.126,41457380,0.0,1.0
GOOGL,2018-09-05 00:00:00+00:00,1199.1,1214.87,1175.34,1209.22,2699394,59.955,60.7435,58.767,60.461,53987880,0.0,1.0
GOOGL,2018-09-06 00:00:00+00:00,1183.99,1198.99,1163.61,1198.57,2342722,59.1995,59.9495,58.1805,59.9285,46854440,0.0,1.0
GOOGL,2018-09-07 00:00:00+00:00,1177.59,1188.55,1169.27,1172.0,1633190,58.8795,59.4275,58.4635,58.6,32663800,0.0,1.0
GOOGL,2018-09-10 00:00:00+00:00,1175.06,1186.66,1170.61,1184.2,1383938,58.753,59.333,58.5305,59.21,27678760,0.0,1.0
GOOGL,2018-09-11 00:00:00+00:00,1189.99,1190.94,1165.95,1171.1,1462688,59.4995,59.547,58.2975,58.555,29253760,0.0,1.0
GOOGL,2018-09-12 00:00:00+00:00,1171.6,1190.69,1166.16,1182.0,1785833,58.58,59.5345,58.308,59.1,35716660,0.0,1.0
GOOGL,2018-09-13 00:00:00+00:00,1182.14,1187.86,1169.22,1179.7,2003418,59.107,59.393,58.461,58.985,40068360,0.0,1.0
GOOGL,2018-09-14 00:00:00+00:00,1177.98,1188.0,1173.52,1188.0,1208767,58.899,59.4,58.676,59.4,24175340,0.0,1.0
GOOGL,2018-09-17 00:00:00+00:00,1159.83,1181.82,1158.46,1177.77,1704790,57.9915,59.091,57.923,58.8885,34095800,0.0,1.0
GOOGL,2018-09-18 00:00:00+00:00,1167.11,1181.33,1161.43,1162.66,1615701,58.3555,59.0665,58.0715,58.133,32314020,0.0,1.0
